frame,kp0_x,kp0_y,kp1_x,kp1_y,kp2_x,kp2_y,kp3_x,kp3_y,kp4_x,kp4_y,kp5_x,kp5_y,kp6_x,kp6_y,kp7_x,kp7_y,kp8_x,kp8_y,kp9_x,kp9_y,kp10_x,kp10_y,kp11_x,kp11_y,kp12_x,kp12_y,kp13_x,kp13_y,kp14_x,kp14_y,kp15_x,kp15_y,kp16_x,kp16_y
192,325.08,128.23,-1.16,-1.22,4.61,6.29,-5.8,5.64,-4.69,-4.56,289.06,176.34,343.77,180.21,277.72,241.83,363.27,237.45,269.88,304.37,358.66,293.79,295.02,284.32,343.97,288.15,273.04,351.3,366.84,350.1,293.19,429.34,344.97,423.04
193,321.85,139.24,5.05,2.36,4.68,-4.04,-1.49,-4.97,-2.82,5.01,295.95,176.46,348.17,180.74,277.34,234.01,358.59,243.01,262.2,299.26,370.65,302.71,294.43,292.0,348.38,294.61,270.68,352.57,368.27,359.29,298.15,434.86,342.56,427.9
194,319.06,143.79,-4.03,5.06,3.53,-1.22,2.57,0.89,2.88,-5.38,289.42,184.13,352.49,181.85,265.0,240.04,364.76,244.62,276.73,306.7,370.33,304.24,299.42,295.75,344.44,293.75,276.62,355.32,366.23,353.29,297.04,429.0,342.86,427.38
195,321.36,146.07,-1.82,-5.34,0.31,-0.72,-1.29,0.8,2.99,2.81,292.21,186.54,347.73,183.32,272.63,247.58,361.85,247.88,266.14,300.86,373.28,305.6,291.65,298.12,346.69,308.0,267.14,354.14,375.54,347.76,302.87,439.78,334.17,429.61
196,317.12,149.33,-1.67,3.25,-0.45,-3.64,-0.69,2.06,-4.73,-6.58,297.97,187.82,349.45,188.8,277.19,257.48,367.32,244.32,264.46,308.8,368.93,303.5,298.28,302.2,350.97,313.83,265.73,357.91,368.35,358.65,293.01,425.65,343.84,428.14
197,318.7,156.78,-3.14,6.94,-5.3,6.46,-4.07,-0.0,-1.96,-1.37,293.21,198.98,354.76,191.36,275.74,249.86,361.03,248.4,268.25,313.98,362.35,312.8,301.06,314.66,342.66,304.59,266.75,347.92,379.53,356.34,302.33,423.09,348.67,429.6
198,318.68,149.75,2.38,2.7,7.14,4.03,-2.38,-4.02,-5.47,5.89,286.89,201.15,352.1,196.55,273.77,257.87,364.94,253.75,272.78,314.65,366.81,317.62,294.74,315.27,343.18,308.48,270.28,364.28,380.19,356.54,293.8,435.53,343.58,427.47
199,327.49,156.88,7.07,-5.59,2.07,8.28,0.12,-1.06,-4.67,4.33,286.92,196.69,345.06,203.3,279.62,256.95,360.38,263.22,268.54,312.65,362.95,314.49,289.18,313.41,347.98,314.4,263.47,355.94,378.21,366.51,293.61,431.54,338.74,436.08
200,318.09,162.69,-0.49,2.45,2.68,-1.81,4.37,-3.04,3.11,-1.56,291.4,196.64,350.2,194.19,275.99,258.67,362.84,258.27,270.54,316.03,369.48,314.47,304.38,322.13,346.09,322.58,253.14,349.17,377.35,353.88,294.05,430.82,348.68,425.45
201,321.6,159.51,1.39,-2.08,5.53,-0.41,7.1,-3.16,2.97,-0.24,288.69,201.98,348.8,188.81,262.75,264.54,369.92,267.0,269.93,314.28,368.32,319.5,290.97,325.83,353.96,321.15,260.34,354.6,385.8,360.09,293.84,431.92,342.66,430.59
202,314.23,164.29,-0.42,4.64,-0.8,-0.54,-4.85,3.04,-3.5,-1.95,290.0,200.42,343.18,199.02,278.18,258.43,364.1,260.59,269.5,315.82,369.85,323.92,290.8,318.42,339.47,323.68,259.67,356.57,380.33,355.16,290.87,424.16,340.73,435.43
203,317.07,161.8,-3.35,3.04,-4.1,0.16,0.21,9.31,2.52,-2.37,292.74,208.49,343.48,196.57,274.05,258.27,363.67,254.72,275.62,314.25,369.2,324.12,294.88,316.0,339.61,318.99,257.01,360.8,374.35,363.23,295.46,430.76,350.76,428.25
204,317.1,157.26,-0.77,-0.36,-3.32,-8.09,-2.24,1.44,0.55,4.8,297.82,202.49,355.53,202.52,281.84,266.86,368.8,262.28,269.18,319.29,368.65,321.94,292.12,318.47,335.58,326.13,259.5,361.6,385.45,360.98,300.78,425.03,354.59,434.35
205,320.84,164.19,-4.67,-1.15,5.78,-7.47,2.24,2.13,7.88,-6.33,296.44,196.25,348.21,193.6,270.65,260.11,360.55,261.45,267.35,313.64,367.89,319.84,293.89,318.03,347.78,322.22,259.81,355.22,379.25,361.28,289.16,426.44,342.12,429.17
206,316.96,159.9,-6.42,-6.32,-1.34,-0.7,-5.82,-2.43,-1.6,-1.57,290.61,194.43,355.91,199.03,271.77,257.45,365.5,261.93,267.6,320.14,370.17,323.04,300.16,316.69,343.95,317.93,261.33,365.55,378.27,357.21,293.16,425.15,347.23,426.72
207,324.39,150.05,0.51,4.6,-8.61,8.07,-1.7,0.56,2.29,2.9,291.1,199.21,352.08,202.27,277.09,263.08,368.6,248.0,280.44,312.93,375.98,315.33,299.24,310.56,347.5,312.3,269.66,359.84,380.4,349.43,294.66,431.64,345.89,433.84
208,318.54,153.18,4.72,-9.11,2.36,-1.34,-3.65,1.35,4.91,4.16,289.46,196.49,353.47,192.63,272.23,250.44,368.35,252.81,265.82,306.24,373.33,310.8,296.32,315.14,339.76,310.0,264.23,358.71,380.05,351.88,297.28,434.13,344.25,429.45
209,321.67,151.77,2.33,2.25,-3.93,3.96,4.67,0.74,-5.98,-0.46,290.78,185.81,348.56,184.75,277.43,251.06,358.42,251.8,269.77,312.46,368.43,307.19,291.92,304.4,345.08,307.14,265.96,354.46,371.87,366.19,291.92,427.77,358.18,431.68
210,314.48,150.87,-3.64,3.64,-0.84,-1.76,6.44,2.27,3.89,1.74,288.22,189.95,354.84,188.04,282.21,250.9,365.85,248.51,270.55,302.5,369.64,308.38,293.34,303.85,345.09,305.59,271.4,355.67,365.78,362.16,294.43,429.68,343.63,428.05
211,326.18,149.91,1.78,-0.43,2.48,0.3,-0.76,1.35,-1.76,1.01,290.82,186.78,347.52,187.21,271.37,242.07,362.88,240.08,274.06,300.49,367.2,309.39,292.72,297.36,340.95,301.44,274.33,356.7,371.21,354.04,292.9,426.74,350.16,433.06
212,317.23,141.21,-1.2,-4.51,0.71,-1.66,-3.81,-5.92,-6.26,-1.49,289.66,177.55,352.6,180.79,277.31,240.32,361.85,241.5,264.95,303.21,366.25,304.72,293.65,297.72,340.51,290.76,274.79,357.1,373.4,352.58,302.35,428.84,349.4,426.23
213,321.68,128.25,-4.49,1.87,-5.25,1.71,3.63,-2.01,-3.88,-1.9,286.14,177.21,350.41,176.39,281.7,234.74,370.57,233.45,270.29,302.35,374.53,295.93,297.22,290.34,342.84,291.12,283.12,352.93,366.59,353.73,289.16,431.84,340.93,427.64
214,328.65,133.11,-2.96,4.61,-3.79,-1.79,5.0,0.17,-6.25,2.18,288.41,180.29,347.58,178.33,282.1,230.72,364.23,235.68,266.57,295.21,369.1,293.15,295.2,284.06,345.66,281.38,275.89,349.18,361.71,347.9,296.3,422.74,342.08,428.88
215,316.58,137.18,0.08,0.71,-1.93,-0.06,-4.86,-0.68,-3.75,-1.11,279.76,166.15,355.86,173.98,280.28,236.21,367.69,228.85,265.85,295.25,370.26,300.63,293.54,286.81,344.37,284.27,287.33,344.17,357.52,344.13,290.08,432.67,344.21,430.21
216,322.22,119.85,5.15,-1.4,2.13,2.48,5.48,-0.42,-8.49,0.23,290.8,163.14,350.59,165.83,269.63,229.96,362.75,225.65,268.15,292.22,369.84,287.59,293.24,276.04,350.4,276.78,285.66,349.33,351.57,343.41,294.18,427.1,340.74,422.51
217,314.61,123.01,-0.28,-3.17,0.32,-1.74,4.36,-0.65,2.79,0.81,284.39,163.68,345.06,163.61,272.02,225.57,359.63,224.1,272.29,287.67,366.94,284.11,295.74,275.85,339.07,266.01,296.39,344.52,347.26,343.29,283.92,430.96,348.24,426.35
218,318.12,124.71,-7.0,-5.29,-0.91,-3.01,-1.18,-5.06,0.86,-0.6,292.2,161.82,350.83,155.23,276.97,219.7,364.33,225.21,267.12,286.42,375.78,284.03,291.08,256.68,349.32,265.87,284.31,349.1,349.27,342.71,297.1,425.55,344.56,434.36
219,320.84,123.26,4.53,0.03,-9.35,-4.42,3.05,-6.2,-1.31,1.35,295.88,155.97,347.43,158.06,276.4,217.65,369.2,215.08,270.48,280.05,368.4,281.63,295.6,264.74,345.78,263.09,286.68,340.79,355.69,345.85,290.91,430.72,335.5,427.7
220,323.84,115.35,0.47,-12.07,-1.57,1.35,1.86,3.85,-0.84,-0.66,284.67,155.03,344.95,148.46,270.66,221.88,363.92,216.73,267.95,268.69,373.74,267.16,292.78,257.97,345.92,255.28,283.55,339.14,346.1,339.25,298.88,425.15,346.2,430.63
221,323.84,113.27,3.16,-0.69,1.74,-6.01,-10.55,1.51,1.72,1.9,287.9,159.76,348.16,155.48,277.38,220.67,363.73,211.19,264.01,280.01,371.69,275.61,307.47,256.62,339.79,254.53,288.44,339.94,346.05,339.17,289.43,436.37,346.2,429.1
222,323.03,114.05,1.1,2.74,0.54,2.68,3.01,0.65,-0.88,6.12,288.09,153.73,351.66,149.72,271.77,210.75,363.03,206.33,267.39,273.23,375.06,274.38,284.6,255.59,342.77,254.84,293.43,340.09,346.1,340.77,300.38,429.92,349.34,433.76
223,322.67,103.82,4.47,-1.83,2.86,-3.89,-4.74,7.91,-3.83,4.58,290.47,149.29,349.82,145.76,274.94,206.64,363.42,214.67,271.02,265.04,373.41,270.94,292.83,254.34,344.33,246.69,301.71,340.32,345.35,338.77,299.72,427.9,338.82,427.29
224,325.31,113.57,-1.02,5.49,2.99,-1.07,-0.66,1.32,-3.33,0.02,291.23,143.5,349.24,149.03,279.11,202.87,363.47,208.32,273.84,270.07,377.18,272.89,293.36,251.3,343.58,253.78,289.5,336.8,346.99,345.0,286.19,435.5,344.44,422.46
225,307.99,103.88,-0.08,-0.26,2.53,-2.2,-4.43,-1.65,0.13,0.92,286.84,153.61,347.51,146.52,272.83,214.3,364.47,207.22,273.7,278.57,370.84,274.94,299.14,247.58,345.11,244.87,294.18,337.5,343.39,337.0,293.85,432.13,344.52,422.54
226,317.02,104.17,0.98,2.01,1.03,-3.15,0.99,-1.88,-4.55,2.97,293.27,154.04,347.57,154.96,273.03,212.86,362.96,209.35,260.32,269.04,370.36,268.6,302.02,245.69,342.75,246.72,292.57,344.22,351.08,337.29,292.11,425.37,350.23,434.48
227,319.58,105.38,-5.23,0.68,2.2,-8.26,-1.29,6.47,-0.87,5.96,292.6,146.63,348.83,150.45,271.19,207.09,371.03,207.06,274.31,269.22,369.9,273.22,292.61,253.63,336.81,253.11,284.45,339.48,349.09,342.88,289.81,425.32,342.25,430.74
228,311.87,112.11,1.25,-1.13,2.1,0.89,-2.17,-7.74,0.53,-3.81,287.69,154.08,355.67,152.01,277.22,206.38,365.98,211.92,274.92,270.0,369.03,276.4,294.63,248.59,355.21,248.71,293.23,342.25,347.58,340.11,294.26,429.06,340.54,438.6
229,319.12,116.19,-1.34,-1.42,-1.82,-6.2,-0.64,-1.63,4.69,-4.79,287.69,150.21,355.77,150.32,277.25,217.68,364.42,208.29,264.54,277.24,364.96,275.37,295.46,256.83,346.89,251.58,288.44,344.38,345.14,330.52,297.6,425.85,346.87,435.57
230,320.07,119.83,0.62,6.35,-4.25,-0.03,2.69,-0.76,4.61,-1.73,298.28,164.34,351.13,158.06,279.77,211.1,359.75,220.87,271.1,274.94,370.04,266.3,294.24,255.18,348.67,262.17,293.21,343.92,343.1,344.7,297.52,434.98,353.47,423.23
231,318.45,115.3,0.69,0.05,-0.94,4.11,-4.41,-4.16,-4.1,-1.44,285.09,158.08,349.34,155.13,278.5,218.03,369.25,217.49,269.9,276.02,369.97,281.12,293.35,263.65,341.75,264.62,286.89,346.72,351.03,349.39,290.38,424.1,342.54,424.46
232,314.47,123.51,-0.02,-1.92,-1.55,-2.39,6.6,-2.94,-5.29,3.18,289.14,169.18,347.9,164.4,279.33,218.93,362.03,223.99,272.3,275.38,365.49,270.87,297.38,264.38,344.35,258.66,282.89,342.5,350.02,344.88,297.33,439.08,344.92,434.46
233,316.68,117.34,-1.41,-6.39,0.06,-3.12,-7.82,6.94,-2.15,-6.55,293.59,161.13,354.36,161.11,272.84,225.42,367.37,227.11,269.64,286.16,372.98,284.84,294.43,263.88,347.4,269.83,283.52,350.73,349.12,352.19,294.91,431.27,343.42,423.33
234,319.44,128.61,2.7,-0.79,-8.77,-6.17,8.21,-4.37,5.71,-3.74,289.27,169.78,346.72,173.64,275.3,229.12,363.93,229.91,276.32,286.75,376.92,284.83,298.06,276.14,340.73,275.04,282.94,343.5,358.52,347.49,294.71,429.73,344.64,428.53
235,320.56,128.08,10.63,-5.64,-2.34,-2.02,8.16,-5.28,1.7,0.99,291.33,175.6,354.86,168.85,275.78,223.2,365.4,227.48,269.25,283.92,371.62,283.87,295.59,274.02,341.6,283.54,282.89,352.86,365.7,345.17,301.0,424.14,347.98,428.03
236,316.28,136.59,3.78,3.66,0.86,0.53,2.11,1.22,2.17,0.82,293.37,167.62,349.47,168.59,276.11,240.7,363.1,234.64,273.03,285.86,367.91,295.59,283.41,279.87,349.4,287.79,279.61,353.18,362.75,351.87,293.74,430.46,342.47,435.05
237,326.09,143.13,-1.63,-3.82,5.11,2.18,1.31,-2.53,1.7,-4.34,292.54,183.13,356.52,180.45,269.47,238.4,373.56,234.14,269.76,303.27,372.47,307.53,292.07,284.7,349.9,283.87,274.88,350.78,368.47,353.5,296.83,428.39,349.86,446.1
238,322.77,141.45,-5.19,-2.55,-0.85,-2.14,-0.06,7.11,4.99,-0.64,285.17,186.4,349.8,174.14,277.85,245.15,355.3,237.75,269.56,303.99,367.94,297.72,297.91,291.59,347.17,289.02,267.86,355.44,367.74,356.11,292.87,426.82,350.44,423.91
239,325.01,149.65,3.44,-2.75,-3.27,-0.84,-5.18,-3.85,2.58,2.6,285.8,187.07,351.82,190.4,277.28,248.6,366.91,248.28,264.85,303.88,369.84,303.39,296.78,300.65,346.57,297.4,268.0,358.13,370.45,349.67,294.23,423.03,345.14,429.21
240,317.7,153.84,-4.62,2.83,8.75,4.31,-0.13,-4.54,-5.45,-1.65,287.25,184.62,348.69,187.09,276.94,242.55,362.27,246.86,269.22,314.85,370.93,301.05,296.67,304.68,344.5,297.65,275.78,350.72,373.89,355.8,297.4,436.83,347.25,427.77
241,324.42,147.87,0.65,-5.17,-4.13,0.21,1.47,-6.81,1.99,-3.28,295.12,188.98,345.51,190.69,271.34,255.47,365.0,249.78,272.37,306.37,364.84,312.02,290.6,302.15,348.35,308.65,261.71,353.68,369.66,363.26,298.62,428.32,347.3,424.58
242,317.31,153.4,1.81,-0.39,0.99,0.31,-0.65,-1.18,-1.71,0.93,291.64,193.78,345.29,188.99,276.6,258.87,365.61,251.34,270.9,308.44,375.24,313.73,292.32,309.51,342.89,315.42,264.1,357.81,377.38,354.23,295.77,431.1,338.78,431.01
243,319.82,155.75,0.14,1.04,5.35,-4.72,-1.37,2.67,1.92,1.84,301.01,197.68,354.52,194.0,271.03,253.97,367.85,256.85,271.61,314.37,368.5,314.51,297.9,316.68,340.98,316.36,260.74,359.97,375.89,364.35,293.33,430.71,347.43,426.5
244,319.71,156.01,-2.06,-1.76,4.45,-2.39,2.27,1.26,-5.59,2.08,284.35,199.59,347.97,197.11,269.82,257.56,368.71,253.85,267.57,318.89,371.92,307.34,303.06,318.02,347.79,315.33,254.63,361.53,375.69,361.01,294.12,430.95,341.9,433.46
245,315.25,167.47,8.95,6.53,5.1,-0.34,4.67,-0.38,-6.21,6.01,294.52,198.37,345.1,196.15,267.72,262.27,358.59,259.64,266.63,312.79,370.95,317.16,298.35,312.82,341.97,308.34,252.32,366.59,387.28,359.77,291.7,428.81,348.49,427.94
246,320.95,159.4,-2.28,-2.1,1.17,-3.91,1.81,-1.89,0.51,5.54,289.33,203.13,342.83,197.57,275.11,267.15,357.16,259.07,275.83,316.31,369.15,320.78,295.74,325.5,346.79,324.55,258.94,356.82,378.71,355.15,296.93,428.46,342.31,431.99
247,315.43,163.02,-1.91,4.64,-1.57,2.53,0.72,2.98,0.44,-6.65,294.04,199.59,353.16,202.7,271.91,256.28,367.62,258.73,273.75,319.23,374.09,321.63,296.15,318.42,345.93,324.69,259.83,362.1,380.14,360.47,301.89,434.81,345.32,430.86
248,317.19,159.25,1.24,3.4,3.0,-4.44,3.91,-0.36,-3.95,5.35,295.85,200.99,352.84,203.01,280.58,262.85,359.69,267.98,274.26,317.9,365.88,321.96,293.89,321.23,347.97,317.65,255.58,361.52,377.82,360.56,289.63,428.99,347.86,432.42
249,316.85,154.78,0.06,2.24,1.62,-2.05,1.19,6.01,0.82,-6.53,290.81,207.63,344.85,199.57,274.09,259.84,365.78,264.01,270.34,324.56,369.53,318.05,292.32,311.97,346.1,327.45,262.22,362.53,377.97,358.8,298.94,438.03,350.95,433.22
250,320.14,159.33,-3.01,-5.79,-4.51,0.2,-1.17,-5.88,-0.15,-1.27,285.31,197.01,348.72,196.03,278.71,250.88,357.06,258.51,270.38,320.11,367.84,314.82,294.97,316.12,351.2,316.59,260.84,369.3,378.17,361.62,297.59,432.93,346.16,430.78
251,320.4,154.77,1.3,8.11,4.84,1.22,3.42,-3.48,-1.04,3.79,295.95,193.99,348.07,205.8,275.39,264.37,365.83,258.06,268.78,320.84,375.43,312.93,293.59,319.56,344.48,313.93,266.09,363.24,376.15,359.68,290.17,426.42,345.5,430.13
252,316.13,152.36,-4.26,1.82,-7.87,-4.05,-7.45,1.68,-7.21,0.13,296.56,201.92,342.78,196.42,271.04,250.45,364.55,260.14,272.4,312.36,372.82,306.25,291.99,310.02,345.31,312.5,262.78,357.39,376.75,360.25,295.6,428.86,346.61,433.3
253,317.78,152.75,4.65,-4.41,7.22,-5.36,-1.38,-3.8,8.75,-2.01,288.0,191.5,350.38,191.67,274.47,238.87,365.23,253.05,274.15,318.22,369.25,316.25,290.59,313.25,342.71,305.44,264.17,362.8,375.81,363.18,292.01,434.19,342.39,430.9
254,320.87,153.04,1.0,-2.96,3.52,6.93,-2.34,-7.34,2.0,-1.32,289.48,192.62,348.17,189.32,274.6,256.27,365.12,245.45,265.22,310.95,365.48,304.14,297.54,309.29,343.53,307.72,267.48,358.57,375.69,345.73,294.04,432.07,343.36,430.14
255,323.0,147.82,6.03,4.51,-0.47,-0.79,-11.4,-1.31,-5.41,0.88,290.61,190.28,355.59,187.39,284.12,248.43,359.76,245.25,268.51,309.87,366.21,306.31,294.36,300.71,348.25,305.07,273.42,353.68,376.06,349.54,289.45,425.14,345.04,434.81
256,317.59,142.46,-0.86,2.29,-1.91,-2.13,-5.38,-2.29,4.71,0.36,287.04,189.31,347.66,190.04,280.61,244.59,359.01,253.52,271.55,303.07,373.82,307.17,300.24,295.46,346.27,293.37,273.61,353.65,370.18,353.16,294.0,426.53,348.16,435.96
257,317.77,143.26,1.73,0.03,-6.11,-5.21,-3.12,-8.56,5.63,1.47,289.88,172.29,342.7,181.04,282.88,238.25,368.46,239.13,270.22,305.91,368.62,298.29,300.67,293.65,349.36,290.73,278.89,353.51,368.47,352.95,292.98,429.99,343.23,433.84
258,319.19,131.63,-6.72,-6.91,2.47,-4.61,1.2,0.55,-0.26,1.75,290.63,166.77,348.71,179.31,281.56,244.36,359.55,236.21,263.74,303.69,374.05,299.02,295.66,294.18,349.85,293.29,277.5,349.65,367.4,354.31,294.24,428.6,349.53,436.66
259,317.0,133.07,1.4,1.95,-2.09,7.53,1.69,2.13,7.04,-1.8,289.65,169.11,349.31,168.17,277.99,235.81,363.89,233.73,273.05,289.58,370.82,296.93,287.87,286.52,338.3,283.31,273.46,355.38,357.26,343.05,295.53,428.35,338.98,432.1
260,312.03,126.51,-2.3,3.21,5.18,4.41,-0.61,-9.71,1.56,5.88,294.94,172.51,345.24,168.56,282.74,224.99,360.41,234.43,268.28,285.93,376.11,292.5,293.47,274.34,353.19,278.82,286.13,351.84,357.38,346.21,300.79,435.85,337.49,432.2
261,319.52,123.14,1.05,-5.4,-1.87,-3.19,-2.0,-0.29,-4.06,6.29,291.97,174.45,349.36,165.08,282.03,224.96,364.29,230.15,265.05,290.12,372.33,292.35,298.56,279.38,344.56,270.73,291.35,340.8,351.39,349.17,301.5,430.76,349.0,422.02
262,318.0,116.54,3.12,-6.19,-5.11,2.06,4.25,-0.64,2.28,2.15,289.14,159.66,352.26,166.49,278.58,225.29,360.33,226.8,269.99,282.11,368.82,281.28,298.56,263.98,341.03,268.34,291.63,349.83,348.27,351.02,300.4,425.3,334.91,429.71
263,324.49,127.39,-3.48,7.01,-8.91,-1.47,-1.67,4.61,5.19,3.82,284.6,164.47,352.04,154.34,266.73,225.17,364.28,215.88,269.17,282.48,369.67,274.81,302.54,269.45,343.66,264.25,288.72,339.89,354.0,339.09,294.72,425.33,340.53,436.58
264,320.24,119.1,-8.05,-2.39,1.84,0.78,-8.62,0.83,1.47,5.14,287.38,149.3,346.01,153.88,277.95,207.4,363.21,223.97,270.03,281.86,363.43,271.86,300.75,261.99,345.41,257.11,289.61,338.72,355.54,354.22,296.94,427.46,334.87,423.26
265,326.22,111.73,-1.48,2.62,5.93,-0.8,-1.62,0.29,-2.51,-2.3,291.65,156.59,358.53,157.6,279.6,211.56,367.1,212.96,271.58,278.6,370.2,285.48,300.71,262.9,348.06,265.24,285.16,347.82,345.13,340.08,297.25,434.93,340.39,427.95
266,320.39,113.05,3.42,13.74,1.68,-2.94,-5.19,-1.3,-3.76,1.87,291.81,151.95,357.94,150.86,274.52,216.36,368.57,218.91,271.71,278.0,367.34,277.47,298.62,261.37,338.33,251.69,295.63,330.91,349.63,345.76,292.69,428.28,340.7,427.91
267,318.03,109.43,-2.95,-1.08,-1.13,7.5,-1.58,1.38,-2.31,-2.36,283.18,145.88,345.17,152.9,279.3,205.01,362.8,206.69,268.94,276.46,368.21,271.97,300.82,254.86,341.96,253.66,290.18,342.55,348.57,335.4,295.7,429.53,347.18,433.33
268,321.91,109.76,3.73,-3.49,-5.28,-12.78,-0.28,-3.29,1.59,-7.88,287.41,152.85,345.88,152.61,272.77,210.84,367.38,214.78,270.37,267.71,368.17,273.52,290.91,250.64,343.46,250.94,290.28,332.98,347.76,344.24,287.83,431.48,349.33,432.38
269,318.33,106.47,0.32,0.99,0.38,-0.72,-4.33,1.69,1.88,0.8,290.44,156.96,347.5,155.37,272.06,214.68,369.93,209.07,276.64,272.12,366.49,268.75,299.53,254.03,340.77,249.78,295.64,338.07,354.6,341.03,294.75,434.76,343.54,434.03
270,313.33,108.19,4.2,6.28,-3.09,-3.56,2.27,-2.49,-1.07,3.51,287.82,142.14,344.8,150.04,267.55,208.81,359.43,216.56,278.66,265.77,371.03,266.16,293.76,257.21,343.13,248.86,291.23,344.58,331.95,338.23,294.82,427.36,348.45,434.81
271,314.35,118.62,-5.69,5.15,0.6,-2.01,-1.64,-0.13,0.83,-3.68,289.06,147.16,345.14,146.97,270.4,208.56,366.73,210.73,277.9,261.4,371.88,270.27,298.26,253.21,344.34,251.03,291.85,342.55,337.65,343.2,294.91,428.05,344.07,429.36
272,325.19,123.9,4.88,-2.26,2.52,2.69,-3.7,-5.04,-0.25,3.23,283.55,148.08,352.29,151.14,280.67,205.32,374.41,204.82,261.88,270.73,365.46,270.81,294.71,250.57,341.63,253.09,293.05,344.8,344.96,336.53,288.25,429.31,339.92,424.6
273,322.11,105.05,5.65,0.64,-0.18,-4.14,3.06,-0.01,-2.74,0.8,283.27,145.62,345.52,153.56,274.99,216.36,361.32,214.46,269.54,268.39,371.54,271.9,292.48,253.19,344.48,252.41,291.84,335.64,346.81,337.65,290.92,429.04,347.94,430.74
274,317.88,111.51,2.54,-9.59,3.19,-7.5,-5.66,-2.06,8.68,6.71,292.83,155.22,342.55,154.43,272.8,210.53,365.62,211.91,273.48,266.05,370.3,270.28,293.36,256.54,340.53,255.98,291.49,338.88,345.78,340.9,291.93,430.03,343.89,427.55
275,326.36,117.51,-1.53,0.58,-4.11,-1.75,-1.28,-4.99,1.55,-2.02,288.58,153.57,361.84,153.2,266.73,209.45,368.04,221.19,267.27,280.96,372.97,275.09,293.96,258.91,348.51,259.78,288.2,341.64,357.02,343.34,298.48,432.16,346.09,430.43
276,323.59,121.15,1.06,-2.78,1.54,-0.27,-1.23,10.72,-6.16,3.83,286.55,158.8,360.27,154.42,272.1,218.2,361.61,221.81,267.86,280.89,364.68,271.04,294.08,255.31,351.07,255.46,285.06,344.96,348.44,337.24,303.16,425.99,344.21,429.16
277,322.84,122.87,-3.31,-1.3,-0.91,3.0,-4.67,8.07,-3.04,-0.03,285.36,155.83,346.5,157.14,273.34,217.1,367.78,217.89,266.42,279.45,373.97,281.88,294.6,259.7,340.43,260.31,292.51,346.53,349.27,342.15,291.7,426.46,346.84,428.85
278,328.32,129.04,5.24,2.69,-1.69,2.39,-1.4,6.52,1.62,1.05,290.51,171.0,344.26,171.39,274.26,218.42,361.99,217.44,272.61,279.89,370.67,288.58,292.31,268.58,339.79,268.1,295.47,348.73,353.77,343.17,294.83,430.52,343.32,432.12
279,316.19,123.44,1.48,-4.67,2.92,-0.06,-7.31,0.44,-6.74,2.77,289.01,174.68,354.29,163.03,266.92,224.25,360.11,234.58,269.96,291.01,368.86,286.56,294.87,278.61,346.25,269.96,289.4,345.74,355.27,335.59,297.54,430.4,345.4,428.39
280,317.7,129.18,1.85,2.56,-0.92,3.8,-0.32,-2.02,0.79,-5.44,290.93,164.49,345.89,162.58,274.3,237.1,364.53,233.23,279.41,292.28,366.94,288.15,295.0,276.39,342.77,282.86,284.64,341.68,356.19,346.41,297.4,434.57,355.81,428.14
281,318.34,136.48,-2.73,-0.56,-1.66,-10.49,0.49,-0.73,5.08,0.02,284.98,173.1,341.64,169.28,277.54,233.14,368.69,226.26,269.03,292.23,373.82,296.82,297.57,289.94,343.53,289.12,273.93,345.33,364.9,343.63,297.29,430.41,349.29,429.76
282,320.22,139.65,-2.65,-2.82,1.9,-0.12,-1.63,-0.33,6.38,-1.77,288.11,170.78,349.83,180.24,278.34,238.05,368.82,240.54,274.45,301.55,376.28,296.93,289.69,291.31,348.12,294.94,280.8,358.83,366.81,351.96,289.46,431.23,342.79,430.85
283,320.22,142.93,-0.39,3.74,-10.89,0.76,4.81,7.48,2.93,6.74,290.68,181.06,352.12,181.04,271.87,238.99,360.55,243.16,270.05,299.61,367.73,303.07,298.12,288.95,339.85,297.29,267.77,354.61,373.2,358.9,297.95,432.84,354.01,420.66
284,318.14,147.76,-1.35,4.96,-0.16,0.53,-1.1,-2.09,-2.19,1.08,286.9,188.18,352.61,188.76,270.48,237.57,364.98,255.96,275.06,302.15,371.7,307.28,289.53,303.59,344.33,297.75,271.04,358.32,366.03,346.92,296.29,421.83,343.8,434.75
285,322.32,151.67,2.48,9.64,-2.35,1.59,-1.75,3.83,-0.25,6.88,287.88,193.13,352.37,187.37,277.17,248.55,366.42,246.67,267.19,306.16,363.27,310.87,290.06,301.63,347.59,305.86,261.65,354.63,373.09,355.21,300.38,426.71,336.8,433.24
286,317.85,143.36,-0.63,4.92,-5.05,9.34,-3.35,0.35,-4.88,0.17,289.47,184.43,361.3,188.41,273.02,254.27,372.26,254.9,265.2,311.25,362.47,314.0,288.46,303.34,344.99,308.33,265.68,362.23,376.17,358.74,290.08,436.8,341.79,436.95
287,328.09,155.03,4.13,-12.33,-0.78,4.41,3.7,-4.88,-1.17,-10.15,291.65,185.45,354.52,197.71,273.1,255.07,364.13,253.95,265.41,315.47,363.44,305.66,294.51,309.33,346.09,307.58,272.45,357.84,376.02,357.98,299.01,432.3,346.77,432.94
288,312.7,148.08,-0.3,-0.79,2.32,0.08,2.33,-4.98,-0.04,-5.36,291.55,187.71,351.39,189.35,273.47,258.81,365.91,248.64,267.31,309.22,363.22,315.7,297.24,315.08,347.41,313.27,262.25,353.8,374.9,352.8,291.62,430.36,344.53,442.26
